[Id],[A][TNF_VS_Control],[M][TNF_VS_Control],[P][TNF_VS_Control],[As][TNF_VS_Control]
212486_s_at,6.999514837,0.288421054,0.466295869,0
212487_at,8.505688057,-0.177839435,0.660542587,0
212488_at,11.16159666,-0.090237468,0.923549806,0
212489_at,10.34072078,-0.085154458,0.999941005,0
212490_at,7.241812165,0.039006445,0.999941005,0
212491_s_at,9.5034553,-0.120340971,0.844175721,0
212492_s_at,8.273987647,-0.215627407,0.664820756,0
212493_s_at,9.667961125,-0.071621304,0.999941005,0
212494_at,7.893881825,-0.237387117,0.383931141,0
212495_at,8.296998556,-0.133013847,0.807985201,0
212496_s_at,8.865487208,-0.26011074,0.429873128,0
212497_at,8.475993369,0.034456901,0.999941005,0
212498_at,10.48630457,-0.089686066,0.968311937,0
212499_s_at,9.094353774,-0.196181724,0.699811047,0
212500_at,7.653543633,-0.073009746,0.999941005,0
212501_at,10.13264123,0.069801761,0.999941005,0
212502_at,9.412035368,-0.000341454,0.999941005,0
212503_s_at,6.638907261,-0.001531247,0.999941005,0
212504_at,8.647122582,-0.028520158,0.999941005,0
212505_s_at,9.066834873,-0.139892343,0.759953531,0
212506_at,11.13143543,0.122411097,0.937948235,0
212507_at,9.238055833,-0.252855496,0.657326238,0
212508_at,8.558815926,-0.066982763,0.999941005,0
212509_s_at,12.40730092,-0.023555596,0.999941005,0
212510_at,8.933633053,-0.146198287,0.716740263,0
212511_at,9.27315079,0.051000429,0.999941005,0
212512_s_at,8.876850998,0.179421417,0.868066902,0
212513_s_at,9.638952408,-0.262993403,0.73605584,0
212514_x_at,10.31320367,-0.049477322,0.999941005,0
212515_s_at,10.1347364,-0.088868783,0.999941005,0
212516_at,7.519672003,-0.183538783,0.525584815,0
212517_at,7.745183207,-0.338706018,0.153117146,0
212518_at,9.351692807,0.047273273,0.999941005,0
212519_at,11.46624009,0.087148071,0.979090306,0
212520_s_at,9.167867431,-0.041407195,0.999941005,0
212521_s_at,9.331448507,-0.000822961,0.999941005,0
212522_at,8.731328423,0.051048379,0.999941005,0
212523_s_at,6.876724162,-0.161170197,0.900331732,0
212524_x_at,5.613207708,-0.026098109,0.999941005,0
212525_s_at,9.603253324,-0.150975214,0.962336635,0
212526_at,9.25947846,-0.176160865,0.737593968,0
212527_at,8.948521413,0.240301768,0.304065534,0
212528_at,8.700954367,0.310346941,0.173158849,0
212529_at,8.224170901,-0.04696288,0.999941005,0
212530_at,11.29723758,-0.381089503,0.087020042,0
212531_at,6.576872719,0.071844851,0.999941005,0
212532_s_at,10.15723407,-0.010513618,0.999941005,0
212533_at,9.812581529,-0.084045456,0.973441177,0
212534_at,8.759126282,0.010409051,0.999941005,0
212535_at,9.454289501,-0.09547987,0.92969259,0
212536_at,8.335568063,-0.276370318,0.406271314,0
212537_x_at,13.24618946,-0.04793403,0.999941005,0
212538_at,8.458630645,-0.395319658,0.256865421,0
212539_at,10.06385488,0.033307787,0.999941005,0
212540_at,9.580136801,0.139119826,0.854024439,0
212541_at,8.008987233,-0.012320272,0.999941005,0
212542_s_at,8.143824381,-0.492711038,0.114913969,0
212543_at,8.768890776,0.47310204,0.181242705,0
212544_at,9.980538444,-0.162822281,0.625000668,0
212545_s_at,7.385965102,-0.036610594,0.999941005,0
212546_s_at,8.427608647,-0.273742069,0.636802148,0
212547_at,10.06211698,-0.203978818,0.621722725,0
212548_s_at,9.015515251,-0.063026873,0.999941005,0
212549_at,9.00307803,0.002910615,0.999941005,0
212550_at,8.142625332,0.012843223,0.999941005,0
212551_at,8.656021096,-0.023153061,0.999941005,0
212552_at,11.59219889,0.14522074,0.6691226,0
212553_at,9.089285264,-0.156173707,0.665230076,0
212554_at,8.710521727,0.007229204,0.999941005,0
212555_at,8.471950025,0.086876528,0.98338325,0
212556_at,8.602829525,-0.087721198,0.999941005,0
212557_at,7.985326948,-0.289444016,0.505480148,0
212558_at,8.36816942,-0.213666138,0.652263709,0
212559_at,6.815182548,-0.042182535,0.999941005,0
212560_at,4.872148442,-0.111954832,0.906950148,0
212561_at,10.72526038,0.29828805,0.321391726,0
212562_s_at,6.404888818,-0.094750174,0.950627379,0
212563_at,9.0510763,0.339224901,0.710870616,0
212564_at,8.780552077,-0.056060747,0.999941005,0
212565_at,7.516837166,-0.073788924,0.999941005,0
212566_at,11.91729869,-0.031376052,0.999941005,0
212567_s_at,9.970607899,0.014868102,0.999941005,0
212568_s_at,9.076969712,-0.233776026,0.627372912,0
212569_at,8.326677836,-0.114952675,0.917627531,0
212570_at,8.23046457,-0.201062475,0.763963015,0
212571_at,9.320826894,0.029701504,0.999941005,0
212572_at,9.013354142,-0.346741345,0.114373388,0
212573_at,9.468691855,-0.385092891,0.225450284,0
212574_x_at,8.628915291,0.21080319,0.993588831,0
212575_at,7.234999218,0.09022837,0.999941005,0
212576_at,9.756232188,0.215984217,0.645788792,0
212577_at,9.142983467,-0.275084043,0.568849621,0
212578_x_at,13.31013639,-0.053027503,0.999941005,0
212579_at,8.883660977,-0.083266671,0.999941005,0
212580_at,6.360344925,0.016559215,0.999941005,0
212581_x_at,14.06171061,-0.00847798,0.999941005,0
212582_at,9.665495685,-0.221267037,0.659838594,0
212583_at,6.885137852,-0.102481434,0.909577111,0
212584_at,9.351300238,-0.149470098,0.835894082,0
212585_at,9.422046592,-0.218824924,0.741569553,0
212586_at,11.39564852,-0.028352492,0.999941005,0
212587_s_at,4.690076033,0.162619146,0.682668299,0
212588_at,4.201285346,-0.003434311,0.999941005,0
212589_at,10.95802784,0.147671799,0.735882041,0
212590_at,10.77575604,0.07662479,0.999941005,0
212591_at,9.769917526,-0.125017237,0.85203307,0
212592_at,4.147314801,0.032588884,0.999941005,0
212593_s_at,8.726516397,-0.508004626,0.164679384,0
212594_at,4.974835706,-0.018668268,0.999941005,0
212595_s_at,10.90983995,-0.067760224,0.999941005,0
212596_s_at,9.482191406,-0.128280051,0.811098344,0
212597_s_at,9.955608849,-0.06900578,0.999941005,0
212598_at,6.809646542,-0.18721921,0.656854142,0
212599_at,7.000377903,-0.297994035,0.241858186,0
212600_s_at,10.63787051,-0.109145168,0.868826612,0
212601_at,8.54412495,-0.202609406,0.456989585,0
212602_at,7.865212564,-0.216277943,0.546553898,0
212603_at,8.083172748,-0.343491858,0.12177786,0
212604_at,8.172612956,-0.269925445,0.656168334,0
212605_s_at,9.042153199,0.054329822,0.999941005,0
212606_at,8.349375916,-0.284163587,0.708973375,0
212607_at,10.30169163,0.026049881,0.999941005,0
212608_s_at,9.959779471,-0.03359218,0.999941005,0
212609_s_at,9.117782568,-0.016503957,0.999941005,0
212610_at,11.12947058,-0.067598087,0.999941005,0
212611_at,7.638370234,0.013379626,0.999941005,0
212612_at,9.286081432,-0.294602333,0.393181326,0
212613_at,7.127447511,-0.108131616,0.90107837,0
212614_at,11.12665291,-0.835699369,0.001173197,1
212615_at,7.670510536,-0.274688054,0.617003651,0
212616_at,8.380081272,-0.295869319,0.401515172,0
212617_at,8.013144126,-0.09024713,0.903742777,0
212618_at,7.648669831,-0.085529919,0.947809438,0
212619_at,7.99266458,-0.077292775,0.999941005,0
212620_at,8.293365755,-0.014233279,0.999941005,0
212621_at,9.055831006,-0.036909153,0.999941005,0
212622_at,9.416527513,-0.164034933,0.683095226,0
212623_at,9.475778663,-0.186803389,0.608344447,0
212624_s_at,9.624984559,-0.105324973,0.864283993,0
212625_at,9.411369834,-0.055516583,0.999941005,0
212626_x_at,11.86120738,0.036441214,0.999941005,0
212627_s_at,10.45399711,-0.062541837,0.999941005,0
212628_at,8.68436762,-0.248817417,0.492424198,0
212629_s_at,8.90514246,-0.194004359,0.621722725,0
212630_at,9.180336087,-0.010249235,0.999941005,0
212631_at,9.270310626,-0.022671723,0.999941005,0
212632_at,8.775320065,-0.187396985,0.659676878,0
212633_at,7.559122458,-0.689739488,0.02831276,1
212634_at,7.254667406,-0.5640456,0.047150569,1
212635_at,9.70309067,0.018311147,0.999941005,0
212636_at,8.208467611,0.657906593,0.208553435,0
212637_s_at,5.143913645,-0.191548204,0.738957981,0
212638_s_at,8.887255014,-0.02480687,0.999941005,0
212639_x_at,14.30330034,-0.001959736,0.999941005,0
212640_at,9.863979209,-0.278438129,0.36607002,0
212641_at,7.03658323,1.234946497,0.001696181,1
212642_s_at,8.475836357,0.859520026,0.004268068,1
212643_at,12.21322935,-0.082631271,0.947265807,0
212644_s_at,10.03090676,-0.000926284,0.999941005,0
212645_x_at,9.454797993,-0.035983113,0.999941005,0
212646_at,10.95896653,0.256252261,0.253465171,0
212647_at,10.34184261,0.106064308,0.892867951,0
212648_at,8.422714043,-0.299450472,0.305096285,0
212649_at,6.62341628,-0.238528809,0.906199356,0
212650_at,6.28719647,-0.192718078,0.678632179,0
212651_at,7.048136074,-0.403898392,0.189969037,0
212652_s_at,9.830452516,-0.04218949,0.999941005,0
212653_s_at,9.25191295,-0.445226057,0.294110613,0
212654_at,6.651127709,0.231409255,0.661660147,0
212655_at,7.811569422,-0.419775184,0.241886018,0
212656_at,9.876370865,-0.010752841,0.999941005,0
212657_s_at,6.645973236,-0.157635973,0.957967688,0
212658_at,10.06269701,0.213255104,0.412661362,0
212659_s_at,7.054761347,-0.076761769,0.999941005,0
212660_at,8.756511473,0.32681272,0.097836925,0
212661_x_at,14.02296149,0.041667057,0.999941005,0
212662_at,10.14944478,0.338028635,0.232112638,0
212663_at,9.934915973,-0.054378727,0.999941005,0
212664_at,6.608764209,0.035317072,0.999941005,0
212665_at,10.12428271,0.27192505,0.307207717,0
212666_at,8.728291432,0.41860748,0.154825473,0
212667_at,11.06749374,-0.126533688,0.787150412,0
212668_at,6.302860871,0.106800367,0.989806068,0
212669_at,8.076695157,-0.25187957,0.459290739,0
212670_at,7.272264601,0.001362573,0.999941005,0
212671_s_at,5.38585935,-0.010132216,0.999941005,0
212672_at,6.710188516,-0.168533182,0.796710361,0
212673_at,10.02847096,0.011912641,0.999941005,0
212674_s_at,8.975930461,-0.188368825,0.876771403,0
212675_s_at,7.957375534,-0.235516309,0.652891037,0
212676_at,9.226826246,-0.15751571,0.874385393,0
212677_s_at,7.872440084,-0.154717695,0.781168901,0
212678_at,8.01023581,0.004152036,0.999941005,0
212679_at,6.806691528,-0.023301745,0.999941005,0
212680_x_at,10.07363312,0.19837964,0.588289466,0
212681_at,8.515359014,0.516866292,0.142613573,0
212682_s_at,9.963322686,0.109760499,0.919426903,0
212683_at,8.757642358,0.098743189,0.920932033,0
212684_at,8.055614907,-0.182801518,0.45897031,0
212685_s_at,10.09082627,0.08960043,0.924683611,0
212686_at,6.244245732,-0.740279451,0.004612759,1
212687_at,10.71998516,0.052777552,0.999941005,0
212688_at,8.32893335,-0.011258383,0.999941005,0
212689_s_at,8.147339571,0.061835298,0.999941005,0
212690_at,8.95677569,-0.174283572,0.706878988,0
212691_at,10.30105445,-0.11311339,0.846685372,0
212692_s_at,9.118054876,-0.195239839,0.639777123,0
212693_at,8.328095046,0.052223728,0.999941005,0
212694_s_at,9.405762638,-0.099848465,0.908270651,0
212695_at,7.752082595,-0.089667245,0.95377194,0
212696_s_at,10.98505456,0.047948031,0.999941005,0
212697_at,9.579197084,0.129523985,0.840722334,0
212698_s_at,11.25591655,-0.129580131,0.859348106,0
212699_at,8.238977221,-0.128026502,0.889206871,0
212700_x_at,7.129865255,-0.082115089,0.980343012,0
212701_at,7.920722835,-0.074881124,0.990972849,0
212702_s_at,9.102909899,0.108132839,0.913424859,0
212703_at,7.422795363,-0.117725323,0.833669968,0
212704_at,8.318879862,-0.350736274,0.231302186,0
212705_x_at,8.006990148,-0.027610122,0.999941005,0
212706_at,6.090018527,-0.260895689,0.651891494,0
212707_s_at,6.123520293,-0.017905932,0.999941005,0
212708_at,10.61013008,-0.042117334,0.999941005,0
212709_at,7.470242327,-0.026398115,0.999941005,0
212710_at,8.924401254,0.070761298,0.999941005,0
212711_at,8.686326432,0.031723892,0.999941005,0
212712_at,8.824947341,0.068827895,0.999941005,0
212713_at,7.552546419,-0.120115234,0.934622507,0
212714_at,10.38373444,-0.109464936,0.909577111,0
212715_s_at,7.772919699,0.069761633,0.999941005,0
212716_s_at,10.96164962,-0.10058561,0.975283725,0
212717_at,8.859469424,-0.135587596,0.803921089,0
212718_at,11.40892156,-0.023296612,0.999941005,0
212719_at,7.908791401,-0.256704313,0.654341172,0
212720_at,9.190418168,-0.161981197,0.944445983,0
212721_at,9.257005123,-0.17684074,0.753838201,0
212722_s_at,8.376765277,0.326356264,0.286036318,0
212723_at,8.961052322,0.399014478,0.060949188,0
212724_at,11.50588064,0.130316087,0.873309808,0
212725_s_at,10.37805623,-0.118236308,0.937948235,0
212726_at,8.639893126,-0.348747649,0.232112638,0
212727_at,8.008482754,-0.098094228,0.999837998,0
212728_at,7.247945525,-0.0285148,0.999941005,0
212729_at,6.797778673,-0.007617913,0.999941005,0
212730_at,8.279433572,-0.475698516,0.148915636,0
212731_at,7.618626185,-0.168868918,0.87398582,0
212732_at,5.412356292,0.12336723,0.988849793,0
212733_at,8.835240824,0.01465868,0.999941005,0
212734_x_at,13.3953469,-0.147503348,0.681891779,0
212735_at,7.805490717,0.027667555,0.999941005,0
212736_at,7.380417841,0.043128799,0.999941005,0
212737_at,9.23665784,0.100931403,0.866103106,0
212738_at,8.582374148,-0.194208325,0.521121794,0
212739_s_at,10.12337538,0.025214565,0.999941005,0
212740_at,8.814827266,-0.182161752,0.722776921,0
212741_at,9.967229012,-0.260854524,0.310352562,0
212742_at,9.207480412,-0.168489122,0.651891494,0
212743_at,6.436932955,-0.222390499,0.597397973,0
212744_at,7.425193999,-0.320767333,0.233012175,0
212745_s_at,6.950871261,-0.17431539,0.695142915,0
212746_s_at,9.808392595,0.103091004,0.99334368,0
212747_at,7.750321744,-0.384229875,0.25416597,0
212748_at,8.320451952,-0.128613884,0.852774517,0
212749_s_at,7.986057206,-0.318889366,0.437273164,0
212750_at,5.881566656,-0.038691903,0.999941005,0
212751_at,10.20767933,0.111838753,0.975283725,0
212752_at,9.127075637,-0.079887338,0.985758541,0
212753_at,8.107995262,-0.175073221,0.746122862,0
212754_s_at,8.87813043,-0.408351243,0.111522819,0
212755_at,4.933899066,0.016929621,0.999941005,0
212756_s_at,7.852383938,-0.038173929,0.999941005,0
212757_s_at,9.069875837,-0.307109449,0.137580016,0
212758_s_at,7.395799263,0.172902854,0.945940675,0
212759_s_at,7.586925746,-0.107804257,0.878651968,0
212760_at,9.208241291,-0.091917432,0.999941005,0
212761_at,10.14162171,-0.484725476,0.035744891,1
212762_s_at,7.883111006,-0.302235465,0.550372088,0
212763_at,7.579889857,-0.339066164,0.218431734,0
212764_at,8.799145493,0.415405416,0.280797498,0
212765_at,9.575812078,-0.155664551,0.872238374,0
212766_s_at,9.633987716,0.082351523,0.979050592,0
212767_at,9.611080399,0.020927499,0.999941005,0
212768_s_at,4.01785182,-0.038297997,0.999941005,0
212769_at,6.362164272,0.342315358,0.100670567,0
212770_at,8.666390561,0.241441198,0.348035419,0
212771_at,9.667521585,0.462439666,0.147916812,0
212772_s_at,6.770423987,-0.163890457,0.673164486,0
212773_s_at,10.41029415,-0.110741647,0.973443173,0
212774_at,9.633739895,-1.047720636,0.003397385,1
212775_at,6.1634005,-0.257227828,0.521868267,0
212776_s_at,7.301925228,-0.261934368,0.438635869,0
212777_at,8.213461005,-0.249456337,0.344896946,0
212778_at,8.379464216,-0.019119051,0.999941005,0
212779_at,7.776233947,-0.257445594,0.681891779,0
212780_at,7.441876545,-0.149905308,0.92816971,0
212781_at,7.501718095,-0.127223274,0.888882759,0
212782_x_at,11.03744203,-0.124236827,0.933705497,0
212783_at,8.420488251,-0.112732173,0.940281691,0
212784_at,8.594654849,-0.10820543,0.98338325,0
212785_s_at,8.984518181,-0.233060486,0.499738222,0
212786_at,8.12595148,-0.134584734,0.864199644,0
212787_at,9.630020707,-0.243877093,0.258902054,0
212788_x_at,13.09496678,-0.081372791,0.947153185,0
212789_at,9.559366823,-0.358494212,0.080144571,0
212790_x_at,13.51323903,-0.059090095,0.999941005,0
212791_at,9.554397207,0.086395801,0.933757534,0
212792_at,9.226328659,-0.292579373,0.53028283,0
212793_at,8.117681523,-0.28960733,0.278730663,0
212794_s_at,8.878058481,-0.110602815,0.93821391,0
212795_at,9.750543235,0.003690671,0.999941005,0
212796_s_at,9.01380301,0.230466155,0.331598862,0
212797_at,7.320064537,-0.159765376,0.999941005,0
212798_s_at,9.513457621,-0.158965146,0.858381791,0
212799_at,9.705730511,0.360580344,0.075153276,0
212800_at,7.501361164,0.448184212,0.119454383,0
212801_at,10.01420276,-0.116032484,0.791691505,0
212802_s_at,9.39960758,-0.150129497,0.729262664,0
212803_at,8.416962375,-0.056276564,0.999941005,0
212804_s_at,8.813451228,-0.116913684,0.931932488,0
212805_at,6.830260352,-0.088050217,0.979447648,0
212806_at,4.874171258,-0.164016098,0.637272513,0
212807_s_at,9.139257946,0.015203918,0.999941005,0
212808_at,8.966784495,0.130240376,0.98338325,0
212809_at,9.522439237,0.098356665,0.950403196,0
212810_s_at,8.350148944,-0.17411558,0.543266697,0
212811_x_at,9.387521941,0.057423739,0.999941005,0
212812_at,8.173232428,-0.077984129,0.973664524,0
212813_at,8.804708375,0.005719157,0.999941005,0
212814_at,6.921865607,-0.209917072,0.481464074,0
212815_at,9.425791457,-0.121288779,0.944109735,0
212816_s_at,8.203151376,0.040141732,0.999941005,0
212817_at,7.500028286,-0.1407074,0.784284002,0
212818_s_at,9.138237931,0.020565794,0.999941005,0
212819_at,5.295482321,0.201956027,0.855054201,0
212820_at,6.939360067,0.235568645,0.800315523,0
212821_at,6.267042371,-0.01984027,0.999941005,0
212822_at,10.20583839,-0.381041381,0.132574606,0
212823_s_at,8.84454903,0.080715941,0.999941005,0
212824_at,8.467977723,-0.114786221,0.955832714,0
212825_at,8.822395791,-0.260916434,0.479138045,0
212826_s_at,12.06622986,-0.087033663,0.943972986,0
212827_at,6.099953992,-0.001553187,0.999941005,0
212828_at,9.288873751,0.483826339,0.025124996,1
212829_at,9.415681238,0.123721102,0.953866184,0
212830_at,7.673211474,-0.594309387,0.090110639,0
212831_at,6.085882351,-0.221901592,0.4120523,0
212832_s_at,10.76437762,-0.189039608,0.459970944,0
212833_at,9.061597795,-0.092088128,0.982531815,0
212834_at,7.170885353,-0.086898916,0.944109735,0
212835_at,8.28763097,-0.057688638,0.999941005,0
212836_at,9.283291816,-0.117948346,0.968311937,0
212837_at,9.151190815,-0.168957979,0.684889868,0
212838_at,9.255429418,0.061569818,0.999941005,0
212839_s_at,6.617451836,0.057325638,0.999941005,0
212840_at,8.021285134,-0.211905839,0.621114056,0
212841_s_at,6.504523928,-0.023979813,0.999941005,0
212842_x_at,9.839704944,0.093027376,0.968311937,0
212843_at,6.044177254,0.005309119,0.999941005,0
212844_at,8.519059709,0.055283498,0.999941005,0
212845_at,10.64692819,0.487980926,0.042784396,1
212846_at,10.73414142,0.072342436,0.999941005,0
212847_at,8.240675219,-0.033111318,0.999941005,0
212848_s_at,8.842977831,-0.042966675,0.999941005,0
212849_at,9.246050868,0.144927001,0.721817778,0
212850_s_at,6.277842772,-0.098583218,0.954608089,0
212851_at,8.049020044,0.068182297,0.999941005,0
212852_s_at,9.924564443,-0.192591898,0.833454279,0
212853_at,8.57801433,-0.051542267,0.999941005,0
212854_x_at,11.30016996,-0.067421819,0.987201135,0
212855_at,9.078159943,0.089806366,0.999941005,0
212856_at,7.720620834,-0.184924117,0.595075302,0
212857_x_at,11.83324841,-0.001126315,0.999941005,0
212858_at,8.98496879,0.023231315,0.999941005,0
212859_x_at,13.09157924,0.517686721,0.010722807,1
212860_at,8.515070934,0.019805999,0.999941005,0
212861_at,9.714521827,0.169598381,0.841927656,0
212862_at,8.448021062,0.074053196,0.999941005,0
212863_x_at,11.15149182,0.004851203,0.999941005,0
212864_at,8.439359575,0.273216252,0.199372182,0
212865_s_at,4.396405667,-0.04920972,0.999941005,0
212866_at,8.797186673,-0.042169822,0.999941005,0
212867_at,7.113850636,-0.344472997,0.620330063,0
212868_x_at,8.178559793,-0.023703625,0.999941005,0
212869_x_at,14.13347907,-0.062426959,0.988836735,0
212870_at,8.830294464,-0.426663733,0.100750472,0
212871_at,8.675090398,0.084574214,0.999941005,0
212872_s_at,8.864571025,-0.423191478,0.030166369,1
212873_at,7.914745229,-0.056200381,0.999941005,0
212874_at,6.233705705,-0.020294996,0.999941005,0
212875_s_at,9.21212193,0.723775471,0.011915353,1
212876_at,7.688953445,-0.072530329,0.989806068,0
212877_at,9.475961628,0.051536738,0.999941005,0
212878_s_at,9.678436894,0.128026041,0.975283725,0
212879_x_at,7.410550757,0.010307873,0.999941005,0
212880_at,8.15178576,-0.371242232,0.339202471,0
212881_at,7.065889854,-0.071668365,0.999941005,0
212882_at,8.603948509,0.086045465,0.937948235,0
212883_at,5.65224011,-0.062504819,0.999941005,0
212884_x_at,8.364601083,0.061475942,0.999941005,0
212885_at,9.04641959,-0.116876718,0.905444895,0
212886_at,5.058240381,0.012958472,0.999941005,0
212887_at,10.69741031,-0.241294308,0.476286536,0
212888_at,8.592034532,0.127748972,0.989806068,0
212889_x_at,7.73617192,0.04226862,0.999941005,0
212890_at,9.681946604,0.023416528,0.999941005,0
212891_s_at,8.675350346,0.021192058,0.999941005,0
212892_at,8.877085555,0.080739533,0.975283725,0
212893_at,9.561839917,-0.260511734,0.620730968,0
212894_at,8.667382338,0.029397382,0.999941005,0
212895_s_at,10.31746584,0.380555621,0.05705601,0
212896_at,10.08412746,-0.156804845,0.778757746,0
212897_at,8.338577512,-0.18178021,0.731732302,0
212898_at,9.154711494,-0.042186785,0.999941005,0
212899_at,8.964348212,-0.39628032,0.193650505,0
212900_at,9.39094948,0.306153228,0.43806505,0
212901_s_at,8.92962374,-0.112517108,0.999941005,0
212902_at,7.643893124,0.229439414,0.759953531,0
212904_at,10.27409671,-0.073831664,0.999941005,0
212905_at,8.111950286,-0.144584972,0.98338325,0
212906_at,7.561817478,0.015486671,0.999941005,0
212907_at,10.47880254,-0.147525616,0.819021382,0
212908_at,8.591585851,-0.049273203,0.999941005,0
212909_at,9.07650591,-0.64504166,0.006985748,1
212910_at,9.21162454,-0.144003402,0.857206035,0
212911_at,6.291142119,-0.04903515,0.999941005,0
212912_at,9.027472211,-0.115947909,0.885424775,0
212913_at,7.085454962,-0.110049646,0.950138154,0
212914_at,6.936862487,-0.389123439,0.13486218,0
212915_at,4.132919064,-0.020270888,0.999941005,0
212916_at,6.948001283,-0.1568642,0.81179081,0
212917_x_at,8.870692209,-0.111455196,0.973443173,0
212918_at,10.05273766,0.063023179,0.999941005,0
212919_at,9.918529772,-0.038354472,0.999941005,0
212920_at,8.08204758,0.104408516,0.979090306,0
212921_at,6.405097608,0.056100061,0.999941005,0
212922_s_at,10.23371104,-0.033916356,0.999941005,0
212923_s_at,9.932513558,0.090200331,0.941871102,0
212924_s_at,6.646688335,0.030391631,0.999941005,0
212925_at,8.320230001,0.034489277,0.999941005,0
212926_at,7.682107125,-0.091289886,0.999941005,0
212927_at,8.030266712,0.046465173,0.999941005,0
212928_at,10.26266954,-0.521202186,0.051694127,0
212929_s_at,8.731637917,-0.062548604,0.999941005,0
212930_at,8.131899446,1.487341975,0.000948176,1
212931_at,8.971550636,0.115191093,0.89241215,0
212932_at,8.324714415,0.019502957,0.999941005,0
212933_x_at,12.18699273,-0.057212291,0.999941005,0
212934_at,7.74533234,-0.214619525,0.548893791,0
212935_at,7.864063058,0.047164773,0.999941005,0
212936_at,7.646932274,-0.248589633,0.35846219,0
212937_s_at,6.921597614,0.088969023,0.999941005,0
212938_at,6.578372889,0.041558921,0.999941005,0
212939_at,5.458765377,0.058796809,0.999941005,0
212940_at,7.336689748,-0.033928862,0.999941005,0
212942_s_at,7.513448738,0.169210262,0.940729956,0
212943_at,8.849460841,-0.525223473,0.190160626,0
212944_at,9.40852293,-0.224400954,0.731043887,0
212945_s_at,7.628755521,-0.156914583,0.753710541,0
212946_at,8.082626471,-0.344601791,0.357349968,0
212947_at,6.842193645,0.026968299,0.999941005,0
212948_at,8.428242732,0.180303592,0.678662025,0
212949_at,9.565049128,-0.218016485,0.310352562,0
212950_at,5.593294026,0.165237805,0.775944531,0
212951_at,5.877182014,0.037046306,0.999941005,0
212952_at,9.589485585,-0.390610208,0.665776878,0
212953_x_at,11.32487949,0.086650621,0.960455195,0
212954_at,6.933599422,-0.060538167,0.999941005,0
212955_s_at,10.61549196,-0.157831292,0.708067262,0
212956_at,9.706144434,-0.128323885,0.973443173,0
212957_s_at,6.382212669,-0.209250637,0.385469592,0
212958_x_at,10.21854705,0.027603975,0.999941005,0
212959_s_at,9.815038723,0.390465078,0.195874763,0
212960_at,7.910432954,-0.039354436,0.999941005,0
212961_x_at,8.93605577,-0.012171417,0.999941005,0
212962_at,7.65585546,0.220293592,0.742384657,0
212963_at,6.946197534,-0.018484091,0.999941005,0
212964_at,7.309475804,-0.197590183,0.473773214,0
212965_at,6.494942863,-0.018932376,0.999941005,0
212966_at,7.124747931,-0.060577713,0.999941005,0
212967_x_at,12.2410464,-0.093187681,0.944109735,0
212968_at,8.650748554,0.023812583,0.999941005,0
212969_x_at,8.628977213,0.039865187,0.999941005,0
212970_at,8.083144792,-0.045139358,0.999941005,0
212971_at,10.41327309,0.309732731,0.38653548,0
212972_x_at,7.33847395,0.0236001,0.999941005,0
212973_at,9.58265549,0.091306395,0.934733014,0
212974_at,7.258552298,0.215404763,0.460739373,0
212975_at,7.929120428,0.402969618,0.122575434,0
212976_at,4.087775946,-0.081827221,0.99334368,0
212977_at,6.271354221,0.867379989,0.005531627,1
212978_at,5.522471677,-0.076332559,0.979447648,0
212979_s_at,7.219034256,-0.671554875,0.188000878,0
212980_at,4.814558142,-0.138674009,0.837173293,0
212981_s_at,6.222310676,-0.835684148,0.04393693,1
212982_at,8.384182682,-0.305935826,0.426985675,0
212983_at,9.729472168,0.158445285,0.953866184,0
212984_at,7.586047887,-0.271453177,0.587084615,0
212985_at,8.510398096,-0.160327266,0.878651968,0
212986_s_at,8.891408339,-0.038653911,0.999941005,0
212987_at,9.533518687,-0.264910188,0.665776878,0
212988_x_at,13.97787353,-0.17636881,0.607528153,0
212989_at,7.383337979,-0.523906409,0.048823623,1
212990_at,7.322000608,-0.684212448,0.099123386,0
212991_at,6.74718587,-0.082993616,0.945583833,0
212992_at,7.997569902,-0.345626889,0.304703708,0
212993_at,7.889017459,0.215251103,0.853763942,0
212994_at,8.600271935,-0.123569897,0.835830501,0
212995_x_at,10.84337273,-0.117938556,0.867424962,0
212996_s_at,7.871110539,0.23102931,0.412565664,0
212997_s_at,9.128332105,0.008232378,0.999941005,0
212998_x_at,6.506659428,0.04962063,0.999941005,0
212999_x_at,4.053368819,-0.053481462,0.999941005,0
213000_at,6.594588818,-0.120552166,0.991092473,0
213001_at,8.048844511,0.026638482,0.999941005,0
213002_at,8.966696763,0.193968138,0.89248834,0
213003_s_at,6.776557413,-0.090535743,0.977379517,0
213004_at,7.115520005,-0.007158074,0.999941005,0
213005_s_at,8.367809332,0.060032268,0.999941005,0
213006_at,5.121424464,-0.184168152,0.891746301,0
213007_at,9.605437793,0.108396318,0.999941005,0
213008_at,9.37403358,-0.148345296,0.708067262,0
213009_s_at,11.2963144,0.127067335,0.867251474,0
213010_at,8.476661918,-0.084464142,0.98338325,0
213011_s_at,12.55048943,-0.020043371,0.999941005,0
213012_at,9.165822099,0.047400559,0.999941005,0
213013_at,7.315956102,-0.100185447,0.92969259,0
213014_at,6.427678379,0.005021215,0.999941005,0
213015_at,8.441671504,-0.115493888,0.958984015,0
213016_at,9.101092117,-0.27161829,0.528232973,0
213017_at,8.824000916,-0.194325789,0.664027911,0
213018_at,7.794994001,-0.024107442,0.999941005,0
