[Id],[A][TNF_VS_Control],[M][TNF_VS_Control],[P][TNF_VS_Control],[As][TNF_VS_Control]
206590_x_at,8.295841062,-0.034016841,0.999941005,0
206591_at,4.8042181,-0.142720483,0.872777377,0
206592_s_at,10.499911,0.075586447,0.951985951,0
206593_s_at,8.208644641,0.13697396,0.852774517,0
206594_at,6.689868852,0.034814846,0.999941005,0
206595_at,5.280635632,-0.049968243,0.999941005,0
206596_s_at,7.841928281,-0.028803857,0.999941005,0
206597_at,6.53300541,-0.146203044,0.975283725,0
206598_at,5.975521969,0.010893048,0.999941005,0
206599_at,6.257580669,0.042511356,0.999941005,0
206600_s_at,6.115129709,-0.112400458,0.900086489,0
206601_s_at,5.218382408,-0.143827332,0.719951981,0
206602_s_at,5.604340163,-0.03386418,0.999941005,0
206603_at,5.888955977,0.04224094,0.999941005,0
206604_at,7.894618065,-0.137835125,0.923264649,0
206605_at,5.832232613,-0.041316488,0.999941005,0
206606_at,5.847454245,-0.072438679,0.999941005,0
206607_at,7.297165057,-0.041284568,0.999941005,0
206608_s_at,7.223538379,-0.031617067,0.999941005,0
206609_at,5.456559782,-0.107066103,0.917543639,0
206610_s_at,6.872592814,-0.034080088,0.999941005,0
206611_at,7.004031094,0.074341108,0.997359702,0
206612_at,6.900629783,0.03257969,0.999941005,0
206613_s_at,5.491213407,0.060647826,0.999941005,0
206614_at,8.45948118,-0.098820577,0.974497426,0
206615_s_at,4.029142871,-0.030980885,0.999941005,0
206616_s_at,5.197759426,-0.013227652,0.999941005,0
206617_s_at,7.338232918,-0.029374196,0.999941005,0
206618_at,4.482497528,0.03048011,0.999941005,0
206619_at,6.962090862,0.012572917,0.999941005,0
206620_at,5.835685936,-0.205950642,0.502056654,0
206621_s_at,11.83053569,-0.055053054,0.999941005,0
206622_at,7.387935367,0.145893753,0.940281691,0
206623_at,6.056349362,-0.135297056,0.908911106,0
206624_at,5.855599052,-0.157394997,0.866743905,0
206625_at,7.438041748,-0.067841856,0.999941005,0
206626_x_at,6.19624977,-0.056360476,0.999941005,0
206627_s_at,4.075368818,-0.003551214,0.999941005,0
206628_at,6.209693008,-0.091398397,0.999941005,0
206629_at,5.631247432,-0.014967172,0.999941005,0
206630_at,7.587958863,0.030903271,0.999941005,0
206631_at,6.88369116,0.162220003,0.814305273,0
206632_s_at,9.321846656,0.080371824,0.990972849,0
206633_at,6.663013332,0.036290169,0.999941005,0
206634_at,5.306054277,-0.046242945,0.999941005,0
206635_at,8.403765535,-0.132308576,0.946405603,0
206636_at,6.882972778,0.174966757,0.743703201,0
206637_at,3.820928567,-0.038786727,0.999941005,0
206638_at,4.87464929,-0.001886059,0.999941005,0
206639_x_at,4.738637571,-0.016338307,0.999941005,0
206640_x_at,5.742405166,-0.028050097,0.999941005,0
206641_at,4.608283355,-0.0632304,0.999941005,0
206642_at,4.549371111,-0.041626905,0.999941005,0
206643_at,6.010009827,-0.001681446,0.999941005,0
206644_at,4.978611331,0.006814793,0.999941005,0
206645_s_at,5.704115166,-0.116006268,0.857572755,0
206646_at,6.668815835,-0.070336457,0.999548245,0
206647_at,6.410718882,0.069158689,0.999941005,0
206648_at,4.723214056,-0.17484085,0.677934132,0
206649_s_at,8.729986985,0.373116005,0.209833156,0
206650_at,5.739220918,-0.095328485,0.999941005,0
206651_s_at,4.719687926,-0.023011473,0.999941005,0
206652_at,4.274661847,-0.12893697,0.878651968,0
206653_at,7.866871933,-0.001244122,0.999941005,0
206654_s_at,6.319798547,-0.142966516,0.999941005,0
206655_s_at,5.947524066,-0.373015773,0.359994893,0
206656_s_at,11.21185527,0.032461091,0.999941005,0
206657_s_at,7.25603279,-0.104495644,0.951639542,0
206658_at,5.745720836,-0.016422508,0.999941005,0
206659_at,6.255419752,0.124967201,0.834162884,0
206660_at,5.278574581,-0.00840168,0.999941005,0
206661_at,6.576670987,-0.023560735,0.999941005,0
206662_at,8.574250334,-0.043412341,0.999941005,0
206663_at,6.701737077,-0.102290943,0.999941005,0
206664_at,3.861769861,-0.051863039,0.999941005,0
206665_s_at,7.640964284,0.415468668,0.79295457,0
206666_at,7.272506622,0.11256835,0.999941005,0
206667_s_at,6.642267217,-0.168524997,0.999837998,0
206668_s_at,7.307399083,-0.107952813,0.999941005,0
206669_at,6.66057877,-0.211878254,0.564412547,0
206670_s_at,6.702231907,-0.171951706,0.793064386,0
206671_at,7.740730233,-0.024380887,0.999941005,0
206672_at,8.232859445,0.070536923,0.999941005,0
206673_at,8.942963825,0.462181671,0.172881128,0
206674_at,7.088888811,0.061093987,0.999941005,0
206675_s_at,4.260986931,-0.038149053,0.999941005,0
206676_at,4.295678212,0.018245672,0.999941005,0
206677_at,5.990514911,-0.168224463,0.73605584,0
206678_at,6.334648559,-0.06577909,0.999941005,0
206679_at,6.110159482,0.087220021,0.999941005,0
206680_at,6.051322143,-0.04771813,0.999941005,0
206681_x_at,6.030995488,0.021020934,0.999941005,0
206682_at,6.119846874,0.072589298,0.977379517,0
206683_at,4.201652564,-0.007799397,0.999941005,0
206684_s_at,6.078860339,0.049656051,0.999941005,0
206685_at,4.790935674,-0.056264536,0.999941005,0
206686_at,7.420159466,-0.002682971,0.999941005,0
206687_s_at,5.256103407,0.016738756,0.999941005,0
206688_s_at,9.979349638,-0.091077796,0.933778552,0
206689_x_at,8.965019506,-0.059843603,0.999941005,0
206690_at,7.086836169,0.015566508,0.999941005,0
206691_s_at,6.016613393,0.04053436,0.999941005,0
206692_at,6.446303486,0.078809281,0.999941005,0
206693_at,4.10915873,0.096940105,0.915997313,0
206694_at,6.869549398,0.070429911,0.999941005,0
206695_x_at,8.008239206,-0.37527434,0.138381802,0
206696_at,6.814303207,0.083692878,0.999941005,0
206697_s_at,6.120166478,-0.006933771,0.999941005,0
206698_at,4.807370358,0.008694454,0.999941005,0
206699_x_at,6.881378299,-0.073411957,0.999941005,0
206700_s_at,6.857044285,0.005486575,0.999941005,0
206701_x_at,5.023934355,0.002316917,0.999941005,0
206702_at,8.310604963,-0.186019866,0.73618118,0
206703_at,7.332598428,0.071877019,0.973443173,0
206704_at,5.90762171,0.030614804,0.999941005,0
206705_at,6.405618478,0.145413054,0.918183965,0
206706_at,6.519267771,0.064889502,0.999941005,0
206707_x_at,7.211003503,-0.322558726,0.413295699,0
206708_at,5.790585736,0.13136853,0.944109735,0
206709_x_at,6.945539977,-0.072998233,0.999941005,0
206710_s_at,9.499117805,0.274273973,0.460455203,0
206711_at,5.424533039,0.011559313,0.999941005,0
206712_at,5.538562819,-0.009857757,0.999941005,0
206713_at,7.207015201,-0.028842578,0.999941005,0
206714_at,6.835336108,-0.062663748,0.999941005,0
206715_at,4.644363699,-0.15786212,0.845013846,0
206716_at,6.658294636,0.017265793,0.999941005,0
206717_at,4.165876625,0.049608159,0.999941005,0
206718_at,6.044750508,0.089898785,0.975283725,0
206719_at,6.907037125,0.193959877,0.741196678,0
206720_at,6.112209291,0.111739905,0.891485501,0
206721_at,4.522933822,0.073645983,0.985163723,0
206722_s_at,7.178628157,-0.069115274,0.999941005,0
206723_s_at,6.564463148,0.022772984,0.999941005,0
206724_at,6.20453748,-0.099388168,0.970832298,0
206725_x_at,9.021010404,0.076593589,0.973443173,0
206726_at,5.778150524,0.005376664,0.999941005,0
206727_at,4.279344465,-0.131269269,0.824914976,0
206728_at,7.584356125,-0.024142211,0.999941005,0
206729_at,7.232339073,-0.031828402,0.999941005,0
206730_at,4.341774724,-0.02100209,0.999941005,0
206731_at,4.918832212,-0.021482636,0.999941005,0
206732_at,4.954644833,0.02647538,0.999941005,0
206733_at,6.504988193,-0.170972282,0.908911106,0
206734_at,7.497823312,0.023059373,0.999941005,0
206735_at,7.216996675,-0.188627392,0.709772187,0
206736_x_at,5.768010687,-0.075266947,0.999941005,0
206737_at,6.943380688,-0.113074284,0.97140812,0
206738_at,6.206034956,0.125564793,0.819021382,0
206739_at,8.757116422,-0.081006355,0.979447648,0
206740_x_at,5.771334682,0.091659274,0.977379517,0
206741_at,7.400574726,0.057227431,0.999941005,0
206742_at,6.58064982,-0.036404916,0.999941005,0
206743_s_at,5.552784298,0.06772955,0.999941005,0
206744_s_at,4.50137455,0.024045165,0.999941005,0
206745_at,7.806209174,0.059875913,0.999941005,0
206746_at,6.13736996,0.015316938,0.999941005,0
206747_at,8.197358115,0.002028622,0.999941005,0
206748_s_at,8.876889495,0.061129264,0.999941005,0
206749_at,6.778987985,0.009215882,0.999941005,0
206750_at,6.391869215,0.204594489,0.466782949,0
206751_s_at,5.151480059,0.011223581,0.999941005,0
206752_s_at,6.461836288,-0.120206822,0.987048115,0
206753_at,7.664044745,0.010708191,0.999941005,0
206754_s_at,7.654291179,-0.043390142,0.999941005,0
206755_at,7.198942131,-0.021561527,0.999941005,0
206756_at,7.321300144,0.488377254,0.061428406,0
206757_at,4.160721313,0.138191747,0.783301936,0
206758_at,7.021819818,-0.139130123,0.844720231,0
206759_at,5.230187599,0.023289798,0.999941005,0
206760_s_at,6.552396013,0.194343122,0.876545728,0
206761_at,4.75046036,0.037918973,0.999941005,0
206762_at,7.282635143,0.015387018,0.999941005,0
206763_at,6.454024206,-0.036239316,0.999941005,0
206764_x_at,9.027067884,-0.017476057,0.999941005,0
206765_at,6.195383635,0.13586936,0.999941005,0
206766_at,8.632525987,-0.141827203,0.817135719,0
206767_at,7.718870272,-0.233461244,0.348080827,0
206768_at,6.503559779,-0.000324748,0.999941005,0
206769_at,7.01776456,-0.013144594,0.999941005,0
206770_s_at,8.596641169,-0.206751507,0.650055041,0
206771_at,6.421541762,-0.021809812,0.999941005,0
206772_at,6.205366489,-0.045293094,0.999941005,0
206773_at,5.059772661,0.054253825,0.999941005,0
206774_at,6.072976234,0.015133423,0.999941005,0
206775_at,6.71960667,-0.139814094,0.909761536,0
206776_x_at,6.041114225,0.065351265,0.999941005,0
206777_s_at,8.631627372,-0.109213379,0.905121575,0
206778_at,7.967870321,0.151432474,0.625899109,0
206779_s_at,5.334072074,0.012300648,0.999941005,0
206780_at,7.632593769,0.085479726,0.999941005,0
206781_at,7.441729323,0.072747738,0.975283725,0
206782_s_at,7.211053414,-0.186874728,0.885424775,0
206783_at,8.022788671,-0.032627911,0.999941005,0
206784_at,6.568739852,-0.023802134,0.999941005,0
206785_s_at,4.129980578,-0.007349875,0.999941005,0
206786_at,5.399985854,-0.196683237,0.892527503,0
206787_at,4.748324148,-0.016285763,0.999941005,0
206788_s_at,9.871662043,-0.342545938,0.695142915,0
206789_s_at,7.671011701,-0.200756849,0.426708639,0
206790_s_at,11.47730619,-0.063906979,0.999498875,0
206791_s_at,7.890703888,-0.128386269,0.866403728,0
206792_x_at,9.417540583,-0.093858853,0.961876495,0
206793_at,7.102892517,-0.106529388,0.882150511,0
206794_at,5.688143186,-0.020310603,0.999941005,0
206795_at,5.363034802,-0.057865266,0.999941005,0
206796_at,5.786913533,-0.02379348,0.999941005,0
206797_at,6.83605977,-0.154246722,0.906199356,0
206798_x_at,8.23849488,0.048550941,0.999941005,0
206799_at,5.869792177,0.101778825,0.958984015,0
206800_at,7.160616698,-0.05970357,0.999941005,0
206801_at,6.152469865,0.165688168,0.597544845,0
206802_at,7.087890754,-0.019386421,0.999941005,0
206803_at,6.161822548,-0.065374552,0.999941005,0
206804_at,6.234879169,-0.060827182,0.999941005,0
206805_at,8.426200315,0.26786024,0.241230187,0
206806_at,6.958820537,0.304876033,0.25416597,0
206807_s_at,8.113570484,0.107939158,0.914247252,0
206808_at,4.446568907,-0.01953136,0.999941005,0
206809_s_at,10.00354669,0.043668557,0.999941005,0
206810_at,4.327350958,-0.038165294,0.999941005,0
206811_at,5.530838562,0.046501922,0.999941005,0
206812_at,7.656303597,0.064642216,0.999941005,0
206813_at,7.832930893,0.017171829,0.999941005,0
206814_at,8.978994351,0.514603418,0.058155191,0
206815_at,6.06789724,-0.345221883,0.429201263,0
206816_s_at,5.401071454,-0.025223799,0.999941005,0
206817_x_at,7.980274194,-0.028451364,0.999941005,0
206818_s_at,7.636724237,-0.238041829,0.637803637,0
206819_at,6.845884999,-0.135058524,0.853763942,0
206820_at,6.230379918,-0.027405993,0.999941005,0
206821_x_at,7.674434712,-0.031697623,0.999941005,0
206822_s_at,5.344088546,-0.050702782,0.999941005,0
206823_at,7.362908091,-0.053962262,0.999941005,0
206824_at,5.942790097,0.195452841,0.510435133,0
206825_at,8.005789776,0.015165306,0.999941005,0
206826_at,4.395279045,-0.04688551,0.999941005,0
206827_s_at,7.279266512,0.103556808,0.933518611,0
206828_at,4.68184332,-0.102847446,0.972776876,0
206829_x_at,8.258672916,-0.193719457,0.710493444,0
206830_at,4.339220774,-0.06184867,0.999191074,0
206831_s_at,6.412340649,-0.06486963,0.999941005,0
206832_s_at,6.884769007,-0.378841719,0.476286536,0
206833_s_at,7.279037883,-0.165963045,0.810658242,0
206834_at,7.133257421,0.068713405,0.999941005,0
206835_at,4.767487182,-0.054257322,0.999941005,0
206836_at,7.505049812,-0.039371864,0.999941005,0
206837_at,6.610442517,0.140718629,0.857572755,0
206838_at,7.491852343,-0.027151963,0.999941005,0
206839_at,6.212754106,-0.093602472,0.999941005,0
206840_at,5.797710169,0.00833398,0.999941005,0
206841_at,4.501735959,-0.040529125,0.999941005,0
206842_at,6.995848393,-0.014736875,0.999941005,0
206843_at,6.241183311,-0.170153878,0.825508597,0
206844_at,7.472756836,-0.109616128,0.920302606,0
206845_s_at,9.398921331,0.044871186,0.999941005,0
206846_s_at,9.174866009,-0.083976757,0.952811051,0
206847_s_at,5.829161078,-0.380873222,0.175388269,0
206848_at,6.753120016,-0.021299825,0.999941005,0
206849_at,5.388571928,-0.127887,0.973664524,0
206850_at,7.239329286,-0.136233352,0.936662313,0
206851_at,7.622005792,0.034180831,0.999941005,0
206852_at,3.908693959,0.008125187,0.999941005,0
206853_s_at,9.062382392,-0.138481701,0.742432547,0
206854_s_at,9.292821246,-0.29976139,0.268446434,0
206855_s_at,9.456249414,-0.24420989,0.491826335,0
206856_at,4.958333685,0.000187766,0.999941005,0
206857_s_at,8.533960798,-0.167987612,0.710870616,0
206858_s_at,9.186859352,-0.387552145,0.240188416,0
206859_s_at,6.171810082,-0.138064241,0.920594214,0
206860_s_at,8.45383983,0.07456895,0.977379517,0
206861_s_at,9.531478602,-0.041602243,0.999941005,0
206862_at,4.39888615,-0.190713523,0.477498591,0
206863_x_at,5.197614907,0.14468378,0.744246607,0
206864_s_at,5.059251402,-0.07194455,0.999941005,0
206865_at,7.153482061,-0.113148423,0.950356427,0
206866_at,6.290193076,-0.000357275,0.999941005,0
206867_at,7.126335581,0.005294715,0.999941005,0
206868_at,7.120768486,0.252170902,0.501811839,0
206869_at,7.333988034,-0.038676614,0.999941005,0
206870_at,5.847358249,0.072348947,0.999779244,0
206871_at,5.998327773,-0.057672839,0.999941005,0
206872_at,6.694796002,0.007392709,0.999941005,0
206873_at,6.944787516,0.076017625,0.999941005,0
206874_s_at,8.656841829,0.137217807,0.915965795,0
206875_s_at,8.970707809,0.061880386,0.999941005,0
206876_at,5.366578004,-0.226326674,0.521121794,0
206877_at,6.238650608,-0.005962323,0.999941005,0
206878_at,7.269185379,-0.082185331,0.999941005,0
206879_s_at,5.050301281,-0.101290196,0.966978376,0
206880_at,7.611201696,0.012386109,0.999941005,0
206881_s_at,5.66549826,-0.028030759,0.999941005,0
206882_at,5.823780028,-0.005415609,0.999941005,0
206883_x_at,7.548244664,-0.018781722,0.999941005,0
206884_s_at,4.743343384,-0.085129274,0.962336635,0
206885_x_at,7.356092259,-0.140585119,0.932826458,0
206886_x_at,7.09083816,0.014317931,0.999941005,0
206887_at,6.956005461,-0.065177748,0.999941005,0
206888_s_at,6.900898329,-0.110087695,0.916364695,0
206889_at,6.119624861,-0.043650157,0.999941005,0
206890_at,7.629200183,-0.132529546,0.970798361,0
206891_at,6.866441809,0.104133551,0.975283725,0
206892_at,7.550116435,-0.124128548,0.940666912,0
206893_at,4.099978848,-0.060961646,0.999941005,0
206894_at,6.619492842,0.054785652,0.999941005,0
206895_at,5.374626611,-0.169087853,0.866103106,0
206896_s_at,6.665864815,0.075595585,0.957967688,0
206897_at,5.090482572,-0.025834206,0.999941005,0
206898_at,4.607961543,-0.009899751,0.999941005,0
206899_at,6.468306225,-0.16733398,0.90107837,0
206900_x_at,7.165693326,-0.087313922,0.940516472,0
206901_at,7.991976192,-0.076415711,0.999941005,0
206902_s_at,6.226348918,-0.279021822,0.399924915,0
206903_at,5.642772527,0.013043391,0.999941005,0
206904_at,7.270525231,-0.102931972,0.999941005,0
206905_s_at,6.587699027,0.060249482,0.999941005,0
206906_at,5.290645823,-0.050907775,0.999941005,0
206907_at,6.8495015,-0.033861726,0.999941005,0
206908_s_at,8.11289398,0.114816674,0.958984015,0
206909_at,4.491968748,0.018142525,0.999941005,0
206910_x_at,5.668391013,-0.125487374,0.945142678,0
206911_at,8.587111875,0.496578922,0.030166369,1
206912_at,5.542848761,0.168446423,0.897025695,0
206913_at,5.619475703,-0.13346182,0.876774535,0
206914_at,3.993423851,-0.056882008,0.999941005,0
206915_at,4.697022992,0.040131143,0.999941005,0
206916_x_at,5.543722085,0.006715989,0.999941005,0
206917_at,7.873475822,0.029077748,0.999941005,0
206918_s_at,9.355739316,-0.175419864,0.594816667,0
206919_at,5.044699755,0.239659992,0.365944258,0
206920_s_at,8.883831108,-0.313950857,0.339114216,0
206921_at,5.834515372,0.028508715,0.999941005,0
206922_at,6.795520656,0.084310157,0.987274738,0
206923_at,7.297158447,-0.071824524,0.999941005,0
206924_at,6.989249193,0.002261881,0.999941005,0
206925_at,5.239353189,-0.030872532,0.999941005,0
206926_s_at,7.895705307,-0.084467321,0.962336635,0
206927_s_at,6.211068866,0.300346954,0.405335289,0
206928_at,6.536203923,-0.027478348,0.999941005,0
206929_s_at,9.223056221,-0.022989945,0.999941005,0
206930_at,5.693147983,-0.032499664,0.999941005,0
206931_at,4.606038955,-0.112173424,0.915658457,0
206932_at,5.609014318,-0.027139529,0.999941005,0
206933_s_at,7.419331784,0.048440244,0.999941005,0
206934_at,6.224740624,-0.069066803,0.999941005,0
206935_at,4.032869645,0.022334169,0.999941005,0
206936_x_at,8.150663375,-0.126548543,0.802015483,0
206937_at,4.673263821,0.003454708,0.999941005,0
206938_at,6.525100308,-0.06034436,0.999941005,0
206939_at,6.237047514,-0.005529852,0.999941005,0
206940_s_at,5.462939759,-0.073515767,0.993448313,0
206941_x_at,3.997756789,-0.062225252,0.999941005,0
206942_s_at,5.575320551,-0.123199854,0.948472581,0
206943_at,8.770946151,-0.009598102,0.999941005,0
206944_at,7.169700598,0.114637923,0.944109735,0
206945_at,7.041679981,-0.081847239,0.999941005,0
206946_at,5.979939961,-0.013258217,0.999941005,0
206947_at,5.830006642,0.073695436,0.999941005,0
206948_at,7.351386486,-0.079067353,0.999941005,0
206949_s_at,10.31129551,0.248569581,0.255659132,0
206950_at,3.938408562,0.08607073,0.950924092,0
206951_at,6.88559353,0.052514313,0.999941005,0
206952_at,3.912110996,0.004985236,0.999941005,0
206953_s_at,5.209240326,-0.394209636,0.215779031,0
206954_at,6.695128238,-0.15952151,0.944109735,0
206955_at,7.14715239,0.058794939,0.999941005,0
206956_at,6.772209209,0.096164933,0.981009721,0
206957_at,5.107874495,0.031278775,0.999941005,0
206958_s_at,9.186864392,-0.133334728,0.912266511,0
206959_s_at,8.195542729,-0.224327729,0.449062045,0
206960_at,4.018905897,-0.019834179,0.999941005,0
206961_s_at,7.515443373,-0.301214395,0.393585344,0
206962_x_at,6.211401223,0.021911291,0.999941005,0
206963_s_at,6.669325219,-0.007054123,0.999941005,0
206964_at,5.973737276,-0.046762404,0.999941005,0
206965_at,3.916897274,0.01082001,0.999941005,0
206966_s_at,7.918884322,-0.045423971,0.999941005,0
206967_at,8.214190034,0.11764168,0.969856964,0
206968_s_at,8.16054008,-0.098110458,0.95279881,0
206969_at,7.271239742,0.564957108,0.067795869,0
206970_at,7.479748653,-0.041564133,0.999941005,0
206971_at,7.837802925,0.148775804,0.837482476,0
206972_s_at,7.261623904,0.10871193,0.996693648,0
206973_at,6.009961714,-0.226142032,0.652850244,0
206974_at,5.447636241,0.03729887,0.999941005,0
206975_at,6.230071692,0.097807848,0.871366197,0
206976_s_at,10.86437395,0.048205395,0.999941005,0
206977_at,4.087204039,-0.01224968,0.999941005,0
206978_at,6.723657416,-0.199416082,0.89241215,0
206979_at,7.528848897,-0.01366424,0.999941005,0
206980_s_at,8.187172943,0.365966255,0.245369555,0
206981_at,5.936449568,-0.007236311,0.999941005,0
206982_at,4.921129179,0.10635357,0.979090306,0
206983_at,4.33823882,0.0095237,0.999941005,0
206984_s_at,4.825461273,0.145623169,0.853763942,0
206985_at,6.811394759,0.04196573,0.999941005,0
206986_at,6.060715892,-0.129951121,0.857572755,0
206987_x_at,6.554772495,-0.066675302,0.999941005,0
206988_at,6.265624768,-0.082436941,0.999941005,0
206989_s_at,9.273772029,-0.355703111,0.464529818,0
206990_at,6.727044835,-0.000243305,0.999941005,0
206991_s_at,8.647509929,0.119527707,0.999941005,0
206992_s_at,8.714177874,-0.023784697,0.999941005,0
206993_at,7.26254152,0.025328756,0.999941005,0
206994_at,6.727272479,-0.058822538,0.999941005,0
206995_x_at,4.426751957,0.159159175,0.688392299,0
206996_x_at,6.352674336,0.088470752,0.962336635,0
206997_s_at,6.73674936,0.168988446,0.818415578,0
206998_x_at,7.063292907,-0.165723436,0.904128885,0
206999_at,5.256677113,-0.029531334,0.999941005,0
207000_s_at,7.915375731,0.346963754,0.343433178,0
207001_x_at,7.131039848,-0.133323933,0.7961427,0
207002_s_at,6.366339013,-0.518549984,0.229487858,0
207003_at,6.683019055,-0.106721922,0.993524412,0
207004_at,6.834001669,0.058558725,0.999941005,0
207005_s_at,6.409873878,0.034847318,0.999941005,0
207006_s_at,6.862528301,-0.172735715,0.87398582,0
207007_at,7.105226857,-0.071234524,0.999941005,0
207008_at,4.872102892,-0.004234082,0.999941005,0
207009_at,6.248580489,-0.065667508,0.999941005,0
207010_at,5.566658978,-0.117964071,0.999191074,0
207011_s_at,9.442715235,-0.030800826,0.999941005,0
207012_at,5.294694794,-0.059543247,0.999941005,0
207013_s_at,6.8677942,0.050847392,0.999941005,0
207014_at,4.733766646,0.017632407,0.999941005,0
207015_s_at,6.592646763,0.034029698,0.999941005,0
207016_s_at,5.979018285,-0.074806998,0.999941005,0
207017_at,5.500870746,0.25761441,0.476785443,0
207018_s_at,5.389036475,0.316819378,0.195524336,0
207019_s_at,5.037461161,-0.010123858,0.999941005,0
207020_at,7.103071364,0.089996919,0.999837998,0
207021_at,6.430391929,-0.179435514,0.76989476,0
207022_s_at,7.214731267,-0.112313152,0.934622507,0
207023_x_at,10.46008977,-0.197074646,0.599730224,0
207024_at,6.597052533,0.076756084,0.990247481,0
207025_at,8.368011407,-0.039293907,0.999941005,0
207026_s_at,6.382940158,-0.040609559,0.999941005,0
207027_at,6.684669439,-0.103567283,0.937948235,0
207028_at,6.321505982,-0.19263634,0.587095383,0
207029_at,6.575203213,-0.343504044,0.558847087,0
207030_s_at,9.609949133,0.077992881,0.999941005,0
207031_at,5.499416874,0.003928125,0.999941005,0
207032_s_at,6.242040055,0.122867254,0.980044217,0
207033_at,6.499195881,-0.024425192,0.999941005,0
207034_s_at,6.952956632,-0.132977735,0.80607889,0
207035_at,9.190053821,0.080855802,0.999941005,0
207036_x_at,4.983342121,0.143296917,0.749642722,0
207037_at,7.460536418,-0.160447894,0.713592373,0
207038_at,5.547880726,0.087041173,0.999941005,0
207039_at,10.99661892,0.082087467,0.948659484,0
207040_s_at,11.61799577,-0.258618043,0.305957889,0
207041_at,6.155325962,0.001266692,0.999941005,0
207042_at,6.612697271,-0.246306976,0.637803637,0
207043_s_at,6.140048726,0.065936116,0.999941005,0
207044_at,7.786858194,-0.091152528,0.999191074,0
207045_at,6.045516457,0.037398181,0.999941005,0
207046_at,5.941098561,-0.032802548,0.999941005,0
207047_s_at,6.843010815,-0.033134929,0.999941005,0
207048_at,6.39159114,0.086923902,0.999941005,0
207049_at,6.379150909,-0.026213331,0.999941005,0
207050_at,6.118009282,-0.018227085,0.999941005,0
207051_at,7.644544525,0.041147204,0.999941005,0
207052_at,5.534852156,0.113216179,0.944109735,0
207053_at,6.086977127,0.027906689,0.999941005,0
207054_at,4.112136193,0.025199012,0.999941005,0
207055_at,6.930039868,-0.02350408,0.999941005,0
207056_s_at,5.28426451,-0.060126312,0.999941005,0
207057_at,5.225721993,0.102523279,0.999941005,0
207058_s_at,6.190349335,-0.105378805,0.997244285,0
207059_at,6.265335784,0.092094807,0.999941005,0
207060_at,5.954689422,0.031755883,0.999941005,0
207061_at,7.66182799,-0.122045539,0.911597367,0
207062_at,6.686042986,0.005820133,0.999941005,0
207063_at,5.5649915,0.034606136,0.999941005,0
207064_s_at,6.165213826,-0.085586424,0.975283725,0
207065_at,7.179361296,0.091407477,0.999941005,0
207066_at,5.663200755,-0.158830946,0.914115758,0
207067_s_at,6.340378717,-0.064666432,0.999941005,0
207068_at,6.471495358,-0.082201097,0.940281691,0
207069_s_at,7.390117661,-0.874752375,0.003397385,1
207070_at,5.63506231,0.022524456,0.999941005,0
207071_s_at,10.94439921,0.380025081,0.088095917,0
207072_at,6.2379521,-0.080135873,0.999941005,0
207073_at,7.009496128,-0.062382301,0.999941005,0
207074_s_at,6.68309298,0.109177498,0.958984015,0
207075_at,6.177987553,-0.008411631,0.999941005,0
207076_s_at,8.830825861,-0.052891341,0.999941005,0
207077_at,5.841420291,0.124376379,0.868826612,0
207078_at,4.241712375,0.048278619,0.999941005,0
207079_s_at,9.00659694,-0.174841021,0.87398582,0
207080_s_at,5.256513689,-0.131512979,0.805961856,0
207081_s_at,8.52249436,-0.107150612,0.956587569,0
207082_at,8.208181761,0.238151911,0.729262664,0
207083_s_at,6.599513948,-0.273872348,0.61649398,0
207084_at,5.499821721,-0.117943403,0.878929179,0
207085_x_at,4.872642644,0.157450434,0.791365315,0
207086_x_at,7.226442381,0.01089677,0.999941005,0
207087_x_at,7.100000516,-0.167788641,0.785961312,0
207088_s_at,10.19995114,-0.157930269,0.885779203,0
207089_at,4.486500067,0.021537878,0.999941005,0
207090_x_at,6.524924879,-0.09140227,0.923264649,0
207091_at,5.670645303,0.102063868,0.951101064,0
207092_at,5.084687868,-0.001233629,0.999941005,0
207093_s_at,6.113419015,-0.063825171,0.999941005,0
207094_at,8.386271337,-0.097577207,0.98338325,0
207095_at,6.418661029,-0.010251925,0.999941005,0
207096_at,6.686385048,0.008817311,0.999941005,0
207097_s_at,5.887643736,0.055231435,0.999941005,0
207098_s_at,8.931377468,-0.11921062,0.895369866,0
207099_s_at,7.171021173,-0.466402052,0.174736153,0
207100_s_at,7.912686054,-0.045316784,0.999941005,0
207101_at,5.464330725,0.146298957,0.807985201,0
207102_at,4.121097939,-0.025962987,0.999941005,0
207103_at,3.973512031,-0.008812302,0.999941005,0
207104_x_at,7.431687277,0.19864353,0.669236597,0
207105_s_at,7.400950064,-0.053571469,0.999941005,0
207106_s_at,6.266776035,0.104299009,0.887474573,0
207107_at,4.083765325,0.037638205,0.999941005,0
207108_s_at,8.491632752,-0.303344836,0.280983572,0
207109_at,4.152925066,-0.057953548,0.999007235,0
207110_at,5.014791633,0.293407919,0.202982498,0
207111_at,6.97105914,0.108253763,0.999548245,0
207112_s_at,7.10522077,-0.189562212,0.771523422,0
207113_s_at,6.704100546,0.13866904,0.752129997,0
207114_at,6.437447646,-0.023449347,0.999941005,0
207115_x_at,4.145089427,0.028320377,0.999941005,0
207116_s_at,5.796473354,-0.182502219,0.809343333,0
207117_at,4.657580173,0.001791164,0.999941005,0
207118_s_at,6.370640645,0.083752946,0.95279881,0
